track_id_1,track_id_2,sim_degree
15,3,0.141516
15,3,0.139303
15,3,0.13038
15,4345,0.128879
17,3,1.0
17,8573,0.763735
17,263,0.568371
17,7933,0.499855
17,3,0.390308
17,3,0.367045
17,3,0.284603
17,3,0.247076
17,8467,0.232082
17,8466,0.226803
17,3,0.207339
17,3,0.172349
17,102,0.0466162
17,108,0.0432071
17,8416,0.0414218
17,8419,0.0401363
17,24,0.0387174
17,571,0.0385552
17,161,0.0385024
17,242,0.0374906
17,3,0.0367453
17,478,0.0366738
17,9,0.0357397
17,156,0.0355898
17,2,0.0354086
17,833,0.0340111
17,8798,0.0323639
17,287,0.0320134
17,10,0.0311436
17,3,0.0309472
17,13,0.0308728
17,11,0.0307573
17,250,0.0306917
17,195,0.0304834
18,8955,1.0
18,8887,0.507511
18,3,0.0894998
18,137,0.0848304
18,178,0.0418461
18,3,0.0376226
18,3,0.0306393
18,3,0.0295079
18,197,0.0292329
18,3,0.027579
18,3,0.0274496
18,3,0.0267772
18,3,0.0247614
18,3,0.0239363
18,3,0.023819
18,144,0.0234199
18,141,0.0227067
18,255,0.0226778
18,3,0.022428
18,221,0.0223086
18,3,0.0217559
18,354,0.021004
18,3,0.0209511
18,3,0.0201906
18,3,0.0201496
18,3,0.0185347
18,3,0.0179449
18,3,0.0169064
18,3,0.0166494
18,3,0.0165993
18,3,0.0164853
18,3,0.0160076
18,3,0.015928
18,3,0.015916
18,3,0.0154168
18,3,0.0153478
18,3,0.0152239
18,3,0.0150505
18,3,0.014777
20,3,1.0
20,3,0.941311
21,353,0.990782
21,4,0.448362
21,161,0.346135
21,252,0.3155
21,8479,0.285901
21,9,0.269828
21,162,0.246358
21,69,0.24498
21,102,0.237527
21,22,0.230496
21,8603,0.206114
21,6,0.19733
21,3,0.162329
21,1176,0.159822
21,8176,0.141645
21,9009,0.134226
21,176,0.11823
21,3,0.110469
21,3,0.0945485
21,3,0.0765171
22,8603,1.0
22,210,0.461093
22,3,0.426667
22,203,0.346523
22,3,0.24182
22,3,0.238051
22,3,0.186275
22,3,0.164811
22,3,0.161224
22,9093,0.0797506
22,3,0.0741912
22,3,0.074139
22,3,0.0654439
22,3,0.0624693
22,3,0.0592936
22,3,0.0576166
22,3,0.050749
22,3,0.0499579
22,3,0.0487696
22,3,0.0484514
22,8283,0.0442028
22,240,0.0420743
22,3,0.0409374
22,3,0.0385273
22,3,0.0379915
22,43,0.036094
24,10,0.505909
24,161,0.446083
24,9,0.381876
24,203,0.349741
24,30,0.33634
24,3,0.302379
24,3,0.285956
24,8579,0.281734
24,8804,0.254958
24,8801,0.242542
24,3,0.233646
24,93,0.209563
24,3,0.171013
24,9068,0.161653
24,8454,0.158703
24,8506,0.104176
24,3,0.095157
24,3,0.0915217
24,3,0.0856432
25,8479,1.0
25,10,0.645566
25,112,0.559558
25,156,0.531904
25,2,0.463583
25,11,0.460509
25,113,0.454851
25,3,0.428973
25,277,0.391065
25,252,0.383237
25,7,0.372591
25,6,0.370313
25,30,0.348428
25,9077,0.340432
25,171,0.329281
25,649,0.318116
25,8468,0.301296
25,3,0.281668
25,8373,0.260614
25,599,0.255054
25,861,0.253972
25,289,0.253572
25,3,0.251047
25,366,0.244223
25,3,0.231177
25,864,0.224524
25,1518,0.216874
25,3,0.209689
25,8323,0.20733
26,178,1.0
26,18,0.0552874
26,8955,0.034212
26,3,0.0327613
26,3,0.0296351
26,221,0.0270632
26,3,0.0244637
26,3,0.0231625
26,3,0.0231463
26,3,0.0213485
26,3,0.0193999
26,3,0.0191995
26,849,0.0182783
26,354,0.0182219
26,3,0.0176255
26,255,0.0162747
26,3,0.0154746
26,3,0.0150919
26,3,0.0142655
26,3,0.0137972
26,3,0.013698
26,3,0.0123068
26,3,0.0122447
26,3,0.0120884
26,3,0.0111729
26,8982,0.0106114
26,3,0.0104744
26,3,0.00933156
26,3,0.00920687
26,3,0.00899318
27,263,1.0
27,172,0.4085
27,11,0.397473
27,10,0.375525
27,171,0.319564
27,234,0.31768
27,69,0.311346
27,161,0.303128
27,9,0.299293
27,8373,0.287895
27,133,0.281627
27,8479,0.263309
27,2,0.257876
27,7,0.248773
27,203,0.242975
27,15,0.232753
27,6,0.220486
27,252,0.217676
27,273,0.201143
27,176,0.196255
27,102,0.195236
27,3,0.174676
27,8603,0.168802
27,3,0.156852
27,342,0.150712
27,7933,0.116423
27,3,0.0897308
27,8611,0.0895276
27,491,0.0859114
28,10,1.0
28,161,0.861195
28,93,0.680424
28,267,0.664333
28,24,0.660536
28,30,0.598664
28,8579,0.548081
28,8454,0.470484
28,3,0.466268
28,3,0.404084
28,3,0.383588
28,9068,0.360549
28,3,0.190328
28,8804,0.189943
28,3,0.134519
28,252,0.0504455
28,9077,0.0503217
28,9007,0.0401485
29,3,1.0
29,1042,0.537474
29,3,0.537341
29,3,0.454776
29,3,0.452359
29,3,0.433546
29,3,0.401614
29,3,0.3775
29,3,0.360544
29,3,0.356152
29,3,0.342648
29,3,0.321086
29,3,0.316422
29,3,0.310127
29,3,0.306701
29,3,0.300819
29,3,0.295519
29,3,0.289702
29,3,0.287116
29,3,0.282121
29,3,0.273217
29,3,0.271752
29,3,0.269908
29,3,0.26629
29,3,0.263746
29,1081,0.262922
29,3,0.260148
29,3,0.260146
29,3,0.259053
29,3,0.256937
29,3,0.25365
29,3,0.250187
29,3,0.248185
29,3,0.245434
29,3,0.245073
29,3,0.240347
29,3,0.237159
29,3,0.237148
29,3,0.236148
29,3,0.235646
29,3,0.234448
29,3,0.233933
29,3,0.231871
29,3,0.230077
29,3,0.22736
29,3,0.225477
29,3,0.222893
30,8461,1.0
30,8458,0.943687
30,10,0.586864
30,161,0.583248
30,8479,0.541699
30,172,0.515269
30,9,0.45544
30,252,0.435239
30,11,0.413633
30,24,0.407644
30,171,0.395805
30,8323,0.381167
30,203,0.378431
30,3,0.355586
30,287,0.34442
30,2,0.312939
30,3,0.295644
30,3,0.263043
30,649,0.258313
30,866,0.25578
30,3,0.254178
30,1282,0.251813
30,3,0.247744
30,9077,0.230892
30,8454,0.220562
30,7,0.218068
30,7940,0.217068
30,899,0.215354
30,6,0.209832
30,262,0.208891
30,3,0.192352
30,3,0.190254
30,3,0.167803
30,7943,0.167267
34,64,0.248936
34,11,0.24328
34,268,0.166687
34,773,0.152079
34,156,0.149506
34,1941,0.147112
34,171,0.136297
34,442,0.134569
34,1020,0.13176
34,1964,0.131727
34,366,0.127934
34,273,0.12402
34,840,0.119691
34,379,0.102236
34,277,0.102212
34,464,0.0917562
34,911,0.0896693
34,899,0.0858895
34,6435,0.0854552
34,287,0.0844781
34,1909,0.079632
34,3,0.0741061
34,4169,0.0735271
34,979,0.072274
34,3,0.0704175
34,328,0.0695701
34,815,0.0672476
34,1109,0.0660988
34,3,0.0570028
34,1240,0.0566047
34,3,0.0559237
34,3625,0.054047
38,171,1.0
38,172,0.944001
38,10,0.908979
38,11,0.69333
38,161,0.649866
38,267,0.63613
38,8283,0.633186
38,203,0.62666
38,234,0.620079
38,3,0.577819
38,252,0.545725
38,8459,0.540253
38,133,0.53329
38,195,0.502227
38,30,0.501237
38,9,0.4636
38,8603,0.459031
38,69,0.457737
38,22,0.451324
38,8373,0.451068
38,210,0.441683
38,102,0.434172
38,6,0.395758
38,7,0.362214
38,3,0.361108
38,2,0.311214
38,3,0.307005
38,3,0.269284
38,8039,0.26307
38,3,0.195023
38,112,0.190368
38,176,0.163829
38,9133,0.144512
38,173,0.131106
39,175,1.0
39,9084,0.996875
39,72,0.29545
39,7,0.194739
39,44,0.170875
39,6,0.137814
39,8589,0.122233
39,263,0.115464
39,9002,0.114143
39,3,0.104745
39,8479,0.0924089
39,95,0.0850738
39,8922,0.0823342
39,3,0.0803428
39,1297,0.0786818
39,8373,0.0772114
39,405,0.0681807
39,3,0.0637046
39,3,0.0600845
39,3,0.0539326
39,3,0.051693
40,3,1.0
40,3,0.821132
40,3,0.686943
40,3,0.674397
40,3,0.670424
40,3,0.655878
40,3,0.611511
40,3,0.601056
40,3,0.576321
40,79,0.519526
40,3,0.518848
40,3,0.510219
40,3,0.461062
40,141,0.448072
40,3,0.404154
40,3,0.375245
40,3,0.372645
40,3,0.362041
40,280,0.353027
40,3,0.336731
40,3,0.267759
40,3,0.262943
40,8982,0.251205
40,3,0.244906
40,3,0.239663
40,3,0.230689
40,3,0.222682
40,3,0.21687
40,3,0.210931
40,839,0.19763
40,3,0.186729
40,3,0.186635
40,3,0.177547
40,3,0.172397
40,3,0.170221
40,3,0.169719
41,3138,1.0
41,147,0.702035
41,67,0.517269
41,52,0.431517
41,190,0.409579
41,468,0.388261
41,3,0.341074
41,834,0.331454
41,479,0.31665
41,256,0.314741
41,300,0.266201
41,3,0.256949
41,3,0.238765
41,3,0.204865
41,3,0.189549
41,3,0.180157
41,774,0.172384
41,3441,0.170617
41,3,0.16761
41,3,0.163681
41,852,0.160243
41,3,0.156216
41,3,0.153864
41,981,0.15052
41,400,0.145467
41,451,0.139105
41,3,0.128284
41,3,0.127347
41,2425,0.122642
43,9007,0.526167
43,229,0.38893
43,3,0.150441
43,6949,0.132861
43,3,0.119823
43,3,0.118235
43,6942,0.115383
43,6162,0.107041
43,3,0.0835905
43,7635,0.0681542
43,7633,0.0655736
43,3,0.0649564
43,6500,0.0612526
43,865,0.0605331
43,3,0.0569103
44,3,1.0
44,3,0.99643
44,13,0.876685
44,6,0.760139
44,117,0.697817
44,2,0.691001
44,7,0.646242
44,3,0.61013
44,3,0.555406
44,8579,0.55229
44,9125,0.506618
44,8919,0.491155
44,8,0.479834
44,39,0.441184
44,3,0.41607
44,8925,0.412793
44,169,0.400537
44,3,0.399305
44,369,0.340599
44,713,0.287666
44,3,0.280388
44,133,0.274526
44,250,0.246166
44,521,0.246156
45,108,1.0
45,3,0.767579
45,412,0.665007
45,856,0.372834
45,8957,0.368729
45,8589,0.331921
45,1159,0.321333
45,3,0.263187
45,402,0.229223
45,706,0.20662
45,3,0.169385
45,3,0.153879
45,3,0.152041
45,1160,0.147426
45,3,0.055153
45,3,0.0529849
45,3,0.0517844
45,13,0.048871
45,3,0.0472538
45,3,0.0463537
45,3,0.0463175
45,3,0.0452605
45,2,0.0445557
45,3,0.0433468
45,3,0.0412509
45,3,0.040038
45,3,0.0362622
45,8794,0.0351453
45,8941,0.0337805
45,3,0.0330517
45,3,0.0330398
47,137,1.0
47,3,0.474689
47,3,0.235251
47,3,0.22932
47,18,0.0614597
47,197,0.0494958
47,178,0.0460827
47,3,0.0399283
47,8955,0.0383623
47,3,0.0353215
47,3,0.0334223
47,3,0.0323765
47,3,0.0316471
47,144,0.0304867
47,3,0.0299386
47,3,0.0280984
47,3,0.0272789
47,3,0.0254108
47,3,0.0240766
47,213,0.0237049
47,3,0.0233351
47,354,0.0217246
47,3,0.0207414
47,3,0.020221
47,3,0.0198335
47,3,0.0195827
47,221,0.0195818
47,3,0.0194614
47,3,0.0192603
47,132,0.0191724
47,3,0.0191261
47,3,0.0185446
47,141,0.0185167
47,3,0.0182038
47,3,0.0170086
47,296,0.0169742
47,3,0.0167717
47,3,0.0165904
47,3,0.0162317
47,3,0.0161756
48,57,1.0
48,67,0.93031
48,62,0.882829
48,147,0.800632
48,3,0.800316
48,99,0.781287
48,3,0.75331
48,3,0.737577
48,164,0.735162
48,52,0.715531
48,3,0.683288
48,158,0.669903
48,3,0.64834
48,191,0.599308
48,190,0.560376
48,3,0.51498
48,214,0.468867
48,68,0.446681
48,256,0.438848
48,3,0.437339
48,225,0.409967
48,3,0.390856
48,557,0.353216
48,3,0.348583
48,3,0.344961
48,253,0.341631
48,257,0.33927
48,396,0.321096
48,451,0.319771
48,349,0.318894
48,3,0.306022
48,299,0.301316
48,3,0.286259
48,697,0.284074
48,3,0.283838
48,259,0.283641
48,1152,0.279533
48,627,0.277692
48,3,0.276083
48,3,0.266878
48,418,0.264391
48,440,0.25465
50,3,1.0
50,3,0.865421
50,67,0.788583
50,57,0.784586
50,62,0.779237
50,48,0.678976
50,3,0.628365
50,164,0.626209
50,99,0.552327
50,52,0.550995
50,3,0.541977
50,145,0.532523
50,158,0.506273
50,68,0.497193
50,191,0.492056
50,147,0.484654
50,3,0.449048
50,3,0.444368
50,225,0.425798
50,446,0.395082
50,253,0.379021
50,259,0.371472
50,202,0.370941
50,3,0.363446
50,3,0.357545
50,3,0.351556
50,3,0.347423
50,349,0.345405
50,3,0.328153
50,73,0.324578
50,257,0.319319
50,256,0.312188
50,214,0.303032
50,275,0.294241
50,3,0.285442
50,396,0.270544
50,418,0.264788
50,3,0.252346
50,3,0.249671
50,306,0.247144
50,94,0.247133
51,68,0.412415
51,3,0.408054
51,62,0.403963
51,67,0.392627
51,52,0.381028
51,3,0.375968
51,191,0.358457
51,99,0.357196
51,48,0.347869
51,57,0.327387
51,3,0.290239
51,202,0.289241
51,225,0.278995
51,947,0.278703
51,3,0.266607
51,3,0.263156
51,3,0.263123
51,3,0.258454
51,446,0.258237
51,3,0.245742
51,164,0.242713
51,147,0.237526
51,3,0.236681
51,349,0.232151
51,418,0.227578
51,3,0.226886
51,3,0.226253
51,257,0.215887
51,253,0.215255
51,259,0.211536
51,3,0.209397
51,214,0.184809
51,217,0.179538
51,3,0.178672
51,73,0.162235
51,396,0.155789
51,3,0.155277
51,3,0.131337
51,3,0.130993
52,226,0.992386
52,62,0.453395
52,67,0.416439
52,48,0.408074
52,99,0.396195
52,68,0.392971
52,57,0.385146
52,3,0.370395
52,145,0.357549
52,164,0.348863
52,3,0.339124
52,202,0.313495
52,225,0.31284
52,3,0.311301
52,147,0.305489
52,158,0.305148
52,191,0.299947
52,3,0.295482
52,3,0.282862
52,3,0.269912
52,190,0.264311
52,3,0.262534
52,3,0.25241
52,3,0.243477
52,3,0.223531
52,275,0.220537
52,3,0.219064
52,440,0.214338
52,256,0.212691
52,3,0.212549
52,214,0.20569
52,253,0.204515
52,3,0.199691
52,217,0.196017
52,446,0.194507
52,349,0.185797
52,451,0.183602
52,3,0.179263
52,396,0.173564
52,257,0.170314
55,3,1.0
55,102,0.774543
55,6,0.637589
55,8479,0.554611
55,9,0.540407
55,3,0.531809
55,10,0.525278
55,11,0.509376
55,3,0.498928
55,203,0.475008
55,161,0.463374
55,2,0.457065
55,3,0.374355
55,252,0.361245
55,172,0.338581
55,195,0.309149
55,3,0.301513
55,3,0.299556
55,3,0.28712
55,3,0.273569
55,3,0.270795
55,8603,0.262923
55,460,0.246727
57,253,1.0
57,48,0.840281
57,62,0.783943
57,3,0.777092
57,67,0.741724
57,99,0.726129
57,3,0.686754
57,147,0.633404
57,164,0.630952
57,158,0.573921
57,52,0.567466
57,3,0.565065
57,3,0.538178
57,145,0.530272
57,191,0.519985
57,225,0.474232
57,68,0.450958
57,190,0.449745
57,3,0.43706
57,3,0.436524
57,202,0.423459
57,3,0.398602
57,3,0.389736
57,3,0.369066
57,3,0.36314
57,256,0.355932
57,259,0.341687
57,214,0.340656
57,396,0.329316
57,257,0.322565
57,275,0.294497
57,217,0.292793
57,3,0.284882
57,73,0.283375
57,3,0.269552
57,3,0.269287
62,57,1.0
62,3,0.984502
62,67,0.965415
62,48,0.946273
62,52,0.85213
62,99,0.740974
62,164,0.724285
62,3,0.690395
62,3,0.65382
62,191,0.65092
62,147,0.650399
62,68,0.635818
62,3,0.616853
62,3,0.614748
62,145,0.574903
62,158,0.567391
62,253,0.531023
62,3,0.495146
62,3,0.493026
62,3,0.489107
62,225,0.487062
62,73,0.448962
62,202,0.422231
62,259,0.412442
62,3,0.40821
62,217,0.393996
62,418,0.373128
62,214,0.37134
62,3,0.368175
62,3,0.367829
62,3,0.339247
62,256,0.333943
62,446,0.333121
62,257,0.313003
62,94,0.312833
62,396,0.305818
62,3,0.302205
62,3,0.301886
62,275,0.297208
62,3,0.296814
62,3,0.288919
64,9078,1.0
64,15,0.716899
64,34,0.621027
64,318,0.610193
64,806,0.388267
64,3968,0.303242
64,4252,0.295051
64,442,0.278159
64,840,0.248588
64,3,0.248067
64,8921,0.247727
64,3424,0.243687
64,1020,0.222013
64,1941,0.215922
64,3,0.212033
64,2915,0.195728
64,4308,0.189374
64,3,0.176267
64,3,0.144559
64,3,0.127373
64,6063,0.125117
64,3752,0.12121
64,3130,0.116386
64,3,0.109471
65,3,1.0
65,3,0.967549
65,3,0.602115
65,3,0.566514
65,7743,0.452108
65,9002,0.286673
65,3,0.14707
65,3,0.11635
65,843,0.0992654
65,3,0.0464155
65,3,0.0380447
65,3,0.0353096
65,3,0.0331458
65,18,0.0329678
65,3,0.0327827
65,8955,0.0317232
65,1497,0.0303392
65,255,0.0300252
65,3,0.0297249
65,8718,0.0292594
65,3,0.0276857
65,3,0.0273799
65,8523,0.0271742
65,3,0.026863
65,137,0.0267162
65,8629,0.0264417
65,3,0.0263386
65,8611,0.0260834
65,3,0.0258189
65,3,0.0255069
65,3,0.0247341
65,132,0.0247048
65,3,0.0222102
65,141,0.0219836
65,839,0.0202601
65,3,0.0200639
66,561,1.0
66,349,0.823922
66,67,0.75813
66,147,0.568323
66,48,0.559088
66,190,0.444183
66,256,0.430162
66,451,0.407182
66,306,0.377414
66,3,0.368082
66,557,0.349351
66,3,0.340032
66,3,0.33952
66,1404,0.33865
66,662,0.337268
66,3,0.336298
66,592,0.335253
66,418,0.328522
66,440,0.323001
66,529,0.322802
66,392,0.316582
66,585,0.311527
66,627,0.30943
66,377,0.308269
66,913,0.301951
66,403,0.3006
66,3,0.290175
66,94,0.28665
66,396,0.282736
66,218,0.280947
66,299,0.276637
66,704,0.273837
66,669,0.272766
66,774,0.260952
66,3,0.253653
66,822,0.246739
66,3,0.245599
66,870,0.203406
66,1767,0.179576
66,3,0.170016
66,799,0.164468
66,835,0.153529
66,3,0.146957
66,3,0.145287
67,48,1.0
67,3,0.999141
67,62,0.968158
67,57,0.948834
67,256,0.895427
67,3,0.8912
67,99,0.873744
67,147,0.856756
67,164,0.82287
67,52,0.784899
67,3,0.750631
67,191,0.727867
67,3,0.720476
67,3,0.63391
67,158,0.627331
67,68,0.608808
67,145,0.605568
67,202,0.603293
67,190,0.574003
67,784,0.557972
67,225,0.524038
67,3,0.52082
67,3,0.520252
67,3,0.512623
67,3,0.500965
67,259,0.47879
67,3,0.460153
67,214,0.451031
67,253,0.43596
67,73,0.419649
67,451,0.413672
67,9093,0.410621
67,3,0.408285
67,592,0.40594
67,3,0.404084
67,446,0.399063
67,440,0.395267
67,275,0.392242
67,94,0.389929
67,396,0.389201
67,3,0.38558
68,52,1.0
68,99,0.959923
68,62,0.860881
68,3,0.850517
68,67,0.821975
68,57,0.778864
68,3,0.758955
68,3,0.692311
68,158,0.683216
68,202,0.672254
68,48,0.648259
68,3,0.630643
68,947,0.613797
68,164,0.581349
68,253,0.580745
68,147,0.571735
68,191,0.566165
68,225,0.547534
68,3,0.501592
68,3,0.495885
68,3,0.487367
68,446,0.475351
68,3,0.464241
68,3,0.45127
68,3,0.450889
68,1087,0.432085
68,256,0.411786
68,257,0.4069
68,3,0.406175
68,3,0.404609
68,73,0.396712
68,259,0.390184
68,3,0.379742
68,214,0.36617
68,396,0.356623
68,349,0.349342
68,217,0.349213
68,3,0.344465
68,418,0.331139
68,3,0.330222
69,176,1.0
69,8867,0.959971
69,2,0.377506
69,7,0.342046
69,13,0.273342
69,10,0.257768
69,11,0.247431
69,6,0.246102
69,8479,0.214134
69,203,0.207613
69,161,0.202976
69,133,0.202731
69,102,0.201352
69,172,0.19841
69,3,0.189537
69,3,0.184694
69,8579,0.18385
69,9125,0.147062
69,3,0.14478
69,252,0.141115
69,3,0.139877
69,9007,0.130101
69,8373,0.125653
69,234,0.119715
69,3,0.0947087
69,3,0.087583
69,8472,0.0827075
69,3,0.0772327
70,3,1.0
70,3,0.768425
70,3,0.752822
70,57,0.687752
70,147,0.632898
70,3,0.526477
70,158,0.521324
70,214,0.49148
70,202,0.465065
70,3,0.437234
70,3,0.400793
70,446,0.387124
70,3,0.366886
70,392,0.365038
70,257,0.363448
70,253,0.35397
70,3,0.328279
70,418,0.326217
70,68,0.321714
70,3,0.260954
70,3,0.257842
70,3,0.255972
70,73,0.253801
70,3,0.247337
70,97,0.245055
70,3,0.226284
70,3,0.20281
70,3,0.1835
70,3,0.179574
70,3,0.159105
70,3,0.116045
70,3,0.113169
70,3,0.105142
70,3,0.0938189
70,3,0.0842125
70,3,0.0821914
70,3,0.0772639
71,133,0.402557
71,3,0.401856
71,8478,0.370067
71,3,0.295838
71,3,0.285905
71,3,0.19882
71,3,0.19225
71,3,0.159935
71,937,0.14959
71,6244,0.146256
71,3,0.124356
71,2196,0.121218
71,5371,0.113083
71,3,0.11217
71,3,0.0968857
71,3,0.0965406
71,3,0.0938411
71,7863,0.0887775
71,3,0.0841542
71,8089,0.0782926
72,8778,1.0
72,189,0.991702
72,13,0.322791
72,69,0.279926
72,175,0.278059
72,3,0.252599
72,8579,0.243977
72,3,0.24089
72,8479,0.240312
72,7,0.226034
72,44,0.223814
72,8925,0.217973
72,8919,0.207339
72,8941,0.199776
72,3,0.197605
72,6,0.189207
72,3,0.173175
72,9125,0.168682
72,112,0.164056
72,10,0.163326
72,3,0.158665
72,3,0.150517
